text_orig,EDPatience
"Call me sunny ☀️  - - - -14 -bi -5”4  -CW 58kg -GW 50kg Hey, I'm kinda new to bed so I need help can someone please tell me how to purge efficiently where it actually helps me lose weight.   Thinspo || #promia #thinsp0 #bullimia #anorexia #ed #skinny #thighgap #proana https://t.co/236FxR0tF5",0
Watch out where you place your attention #Anorexia #Recovery #AnorexiaRecovery#MentalHealth https://t.co/6BXlparRwo,1
please I’m desperate #EDtwt #anorexic #proanatwt #thinspo,1
Hi guys I’m gonna quit being an anorexic for 2-3 days since my brain can’t function properly when I’m malnourished 🙄‼️#iamtheworstanorexic,1
REAL LIFE SUCCESS STORY: BWRT for Emotional Binge Eating #binge #comfort #eating #weightloss #therapy #BWRT https://t.co/cIdaBG1xbN,0
"I wanna make a hunger games groupchat :p if you eat, you leave. - Any age - we all have to start our fast at the same time, so don't join in a fast or just restart it - reply to join! #ana #proana #proanatwt #proanacoach #anatwt #mia #anorexic #anorexia",1
This ethically approved study is looking for women recovering or recovered from #anorexia to complete a survey! Confidentiality guaranteed! More information on:  https://t.co/wXkzI1J5cm #lockdown2uk #anorexiarecovery #eatingdisorder #EDtwt #mentalhealth #women #ana #sundayvibes https://t.co/tHy0uUml1A,1
"Here my introduction :)) My name is Ashe  • I’m new to adult not new to Ed  • 15 • 5’6” • Cw:128 • ugw: 90 • she/they pronouns, please :)) • I’m probably gonna post my animals  on here so 😗 Anyways rt to be moots  [#proana #edtwt #anorexia #bodycheck]",0
"I’ve gained 5lbs!!! I just need to gain 5 more and I won’t be underweight anymore! 🤗  OOvercomingmy eating disorder has been a struggle for me these past 2 yyears, butI refuse to give up 💪 #bodypositivity #depression #mentalhealth #anorexia #MentalHealthAwareness",0
"After exercise food. Protein rich chickpeas and jaggery. Meanwhile, someone: Don't you feel shame exposing every bit of your naked body? Me: No, I don't. What's your problem? 😄 #bodypositivity #NormaliseNudity #NudityIsNormal https://t.co/qBFrdfcnXA",1
"Shout out to the people on here with an ED and who have friends who say shit like ""omg lol I forgot to eat 😜 or ""uugh, Idon't eat enough I must be anorexic 😪"" #EDtwt #edtwitter #proana #anorexia #bulimia #skinnyspo #thinspo",0
I will be always thinking about this image  #proana #ana #restricting #mia #promia #EDtwt #edtw #edtwitter #thinsp0 #thinspo #anorexic #ed #anorexia #anor3xia #skinnyspo #sweetspo #meanspo #hardtwt #softwt https://t.co/dk66aGkLo4,1
What's your fav type of spo &lt;3  #proana #ana #restricting #mia #promia #EDtwt #edtw #edtwitter #thinsp0 #thinspo #anorexic #ed #anorexia #anor3xia #skinnyspo #sweetspo #meanspo #hardtwt #softwt https://t.co/RTDrDbbkAF,1
Types of spos &lt;3  #proana #ana #restricting #mia #promia #EDtwt #edtw #edtwitter #thinsp0 #thinspo #anorexic #ed #anorexia #anor3xia #skinnyspo #sweetspo #meanspo #hardtwt #softwt https://t.co/6V066DYbjL,1
"Do you try to control your weight by restricting food, eating small quantities or fasting? Are you obsessed with body image and how you look? Our anorexic AEA members overcame these debilitating symptoms to find freedom from #addictiveeating. #anorexia https://t.co/BbZK5y7TNh",0
Thinspo ☆彡 ~ a growing thread #thinspo #thinsp0 #edtwt #EDtwt #ed #legspo #skinnyspo #anor3xia #anorexic #skinny #edtw,1
"Tips in how to fast easier? #edtwt #proana #proanacoach #beantwt #edmeme #anorexic #fasting #shtwt #viral #selfharm #madeoutofbeans  #proanawhatsapp #anawhatsapp Btw, I have a pro Ana WhatsApp group, just comment tort to get the link :)) https://t.co/GUY7jN1wuY",1
"Tw// food, ED  does anyone here have experience with binge eating and purging? Can someone help me? Like give me advice or something? I just researched about it and turns out my binge eating disorder would be classified as Extreme.",1
"While binge urge triggers can be multifaceted, food restriction is often the number one culprit:  https://t.co/ciEjABfclZ #bingeeating #bulimia",0
The only pathetic thing is this 'best anorexic' behavior... and the lack of researches too pls sugar/carbs/salts addiction are real but Ofc the best anorexic wouldn't know,1
13 Never 13 13 15 19 17 All my life  #edtwt #anatwt #proana #anorexia #anorexic #EdTwitter #proanatwt,1
Edtwt drop your fav workout routine. I'm making a playlist on it 💮 #EDtwt #bulimia #3dtwt #edtw #thinspo #ana #anorexic #meanspo #sweetspo,1
I give up on captions #proana #ana #restricting #mia #promia #EDtwt #edtw #edtwitter #thinsp0 #thinspo #anorexic #ed #anorexia #anor3xia #skinnyspo https://t.co/gaWRJRm2X5,1
About a spam.. kinda sorry #proana #ana #restricting #mia #EDtwt #edtw #edtwitter #thinsp0 #thinspo #anorexic #ed #anorexia #anor3xia #skinnyspo https://t.co/hK3fHcBvm8,1
SHES SO PERFECT OMFG #proana #ana #restricting #mia #promia #EDtwt #edtw #edtwitter #thinsp0 #thinspo #anorexic #ed #anorexia #anor3xia #skinnyspo https://t.co/farEoyRFo4,1
finally unprivated my Ed acc lol I was too scared my friends would find me #edtwt #anorexia #proana #ana #restricting #mia #EDtwt #edtw #edtwitter #anorexic #ed #anorexia #anor3xia,1
"#instagram #censored and continue their #censure of #HASHTAGS  and #photos of #CurvyModels, but accepts hashtags as #skinny and #anorexic, why? Please @instagram #believe in #goodintentions of #users https://t.co/4j6sAHCghS",0
I NEED TO LOOK CUTE IN COSPLAY LIKE THAT 🥺😭 #proana #edtwt #edtwitter #ana #ed #edtw #nsfwtwt #thinspo #skinnyspo #skinny #EDtwt #sweetspo #meanspo #thinsp0 #mia #Anorexia #anor3xia #anorexic https://t.co/vY6G3r6Skl,1
"Eating disorders colleagues: I've come across a few recent cases where ppl has restricted their eating due to non-body image concerns (e.g., physical illness, Emetophobia) but for whom more typical anorexic cognitions later developed. Is this common/any research on it?",0
The #BestDiet for #EatingDisorder #Recovery. New. || https://t.co/pFiGT2oXiv == #mentalhealth #edrecovery #anorexia #bulimia #bingeeating #ednos #mhsm #mhchat https://t.co/Dr6J3NpJot,0
"It is my dream to create an app to help people who are struggling with binge eating, but it turns out to be very expensive.  You can help to make this app come true with a small donation. We can help a lot of people! #binge #bingeeating #BED  https://t.co/FapqZxprwv",0
"Hi, I’m new here!  My name is Salem and I am an ad blog. I have Ana and  Mia. Let’s get skinny together. I’m going to log my food, exercises, and overall thoughts here.  #proanatwt #ed #ana #anamia #mia #anorexia #anorexic #bulimia #rexie",1
Hey y’all what’re the best food tracking/ weight loss apps? I’ve just been using my notes app for the past few weeks- #edtwt #proana #proanatwt #anorexia #anorexic #bulimia https://t.co/BhCwEmApF1,1
How do I keep my stomach from growling!!?!?!&amp;@ :”:&amp;:/&amp;:&amp;;&amp;584$(8:! IM OTP WITH MY FRIEND AND THAT SHITS LOUD AS HELL #proana #proanatwt #edtwt #anorexic #anorexia #meanspo #thinspo #bonespo https://t.co/g2tUEt4uIl,1
"haven’t drank any water at all today, so time to consume an ungodly amount of water and then feel bloated and fat afterwards 😜😜.. yways tatags 🙄✌️dtwt #edtwitter #proana #anatwt #proanatwt #sweetspo #meanspo #thinspo #bonespo #anorexic #anorexia htthttps://t.co/udFWaA6osF?",1
"I can't wait till we go back to into person school so everyone can see how skinny I got. I wanna be just skin and bones, and I want people to be shocked 😀😀😜✌️dtwt #edtwitter #proana #proanatwt #anatwt #anorexia #anorexic #meanspo #sweetspo #thinspo #bonespo  (not my pic) https://t.co/XMP2Q0wAyz",1
"Me 2day: in bed — eating — binge watching in NF  modules in major: she doesn’t see us  research: u see me?  Modules in minor: yes, I see you",1
I found I was able to reduce my food intake significantly. I became high on the power of denying myself food when I was clearly hungry. It made me feel powerful and in control. #addictiveeating #anorexia https://t.co/BbZK5y7TNh,0
"Anorexia nervosa may result in height impairment among young women, research finds https://t.co/syJKOHz1DO #eatingdisorders #mentalhealth #anorexia https://t.co/X1wyjfmOxc",0
Last night was very hard for me and I ended up binge eating. I felt so low and down on myself after. Today is a new day and even though I feel down and depressed I was going to strive to do better. #BingeEatingdisorder #weightlossjourney #TheStruggleIsReal,1
"not new to #edtwt, but I want moots  - 17  - any news  - #anorexic 🔥😱🤣 - cw:KW19 &amp; ugw: 90/85 lbs  - 5'2  - im I'mnbinary &amp; gay (mlmmm read carcarriedfbyttps://t.co/NkIGQIMFyS  rt 2 be is beingtmutualedtwt #thinspo #goretwt #sliceytwt https://t.co/ynJcCYgd2G",1
my moms about to take me to Starbucks what are some of the lowest call drinks or food they have lol  #proana #proanatwt #anatwt #edtwt #edtwitter #meanspo #thinspo #sweetspo #anorexia #anorexic,1
"Exciting findings on the momentary changes in body dissatisfaction predicting binge eating episodes: https://t.co/xS2j6fVGQF  #OEDSIG, what implications can you see for research? Treatment?",0
Carrie got some good thinspo Fr #EDtwt #bulimia #3dtwt #edtw #thinspo #ana #anorexic #meanspo #sweetspo,1
omg wtf she's body goals #edtwt #ed #thin #thispo #skinny #skinnyspo #ana #eatingdisorder #ed #edtwitter #anorexia #anorexic https://t.co/oBw0qGBeEQ,1
A rational emotive behavior therapy-based intervention for binge eating behavior management among female students: a quasi-experimental study https://t.co/8ioRHJ2LXQ,0
YALL BULLY ME SO I DON'T GO EAT ICECREAM 😀😀💔roana #anatwt #edtwt #edtwitter #meanspo #thinspo #sweetspo #bonespo #anorexic #anorexia https://t.co/ykbHj0zJ7L,1
"A new study may one day help save lives in anorexia patients. Tamas Horvath, 2009 @BlavatnikAwards Honoree, @Yale @YaleMed has discovered a neuron deep inside the brain seem to reward compulsive behaviors, like exercise, in #anorexia patients when hungry https://t.co/TUMVn4Ofof",0
A thread of meanspo!! Follow 4 more &lt;3 #meanspo #Edtwitter #edtwt #starving #anorexiatips #anorexia #anorexic #thin #starve #fatty #underweight https://t.co/iWD92MS333,1
"y’all.. I don’t wanna lose my ass :( like it’s barely there as is, I don’t want it to disappear 😢🤚🤚 #edtwt #edtwitter #proana #proanatwt #anatwt #anorexia #anorexic #meanspo #sweetspo #thinspo #bonespo",1
"Imagine you and your friends are hanging out enjoying life looking stunning 🤩 oOhwait, you ccan’t, youfat ppig 😂☹️ #ana #proana #meansp0 #thinsp0 #sweetsp0 #anorexic #EDtwt #waistspo #edtwt (not pra proust tags:) https://t.co/5ah4syzMrL",1
OR ME BEING LOVED BY TWO COMMUNITIES BC I'M DROP DEAD GORGEOUS N SKINNY N FULL OF SCARS AND  LITERALLY GOALS?? 🙏🙏🙏 BECOMING THINSPO FOR THE ED COMMUNITY??? THAT'S WHAT'S KEEPING ME GOING 🙏🙏 #edtwt #ed #ana #EDtwt #shtwt #selfharm #cutting #anorexia #proanatwt,1
The .@JohnsHopkins _ED study shows that adult patients with #anorexia gave high ratings to a meal-based behavioral program with rapid weight gain. The results challenge clinician hesitancy to adopt faster weight gain approaches. (Via @HopkinsMedNews) https://t.co/k1Ps2bPDCY,0
"Ha-ha #edtwt be honest, how does your fridge look and how scared are you someone opens your fridge when visiting... #edstruggles #monster #energy #skinny  #anorexia #anorexic #fridge https://t.co/By4Fjo4Adg",1
"#fat love See? We all have our place and reasons for being who we are. On the same note, I'm not down with skinny shaming either. My Uni roomie was skinnier than me, ate tonnes more, and kept it down. She cried a lot when people called her #anorexic or the cheeseburger jokes.",1
Binge eating is the most common eating disorder in patients seeking Bariatric surgery as many struggle with weight gain. Weight loss surgery is a successful intervention to treat excessive weight gain from binge eating disorder. #binging #bariatricsurgery #weightloss https://t.co/Ty8xNpg8Vz,0
"One of the important findings of a @YaleMed study on #anorexia is ""implication that anorexia, a psychiatric disorder, could have symptoms rooted in an area of the brain commonly associated with basic physiological functions.."" - Researcher Xiao-Bing Gao @marinakurian @NeilFlochMD",0
need a few new people in the group chat like if you want to be added and have your dreams open #meansp0 #thinsp0 #anatwt #anorexic #EDtwt #sweetsp0 #waistspo #edtwt #bonesp0 #ed,1
Oh girl I need this PLEASE #thinsp0 #anorexic #beautiful https://t.co/luuDOdrjlM,1
"Binge Eating Disorder, it's the most common and often the least talked about eating disorder. It often rages silenced in our society and yet it is a highly painful illness that causes intense psychological pain and often medical complications. Professionals please help more. #BED https://t.co/VediuvtnmJ",0
I want an anorexic Government!!!! RT if you agree. #AnorexicSizeGovernmentNow,0
"Hey dudes! I’m pretty bored, so what should I make a thread on! (I’ll legit do anything Ed related or whatever).. #ed #edtwt #anorexia #anorexic #meansp0 #thinsp0 #sweetspo #sweetsp0 #bonesp0",1
UNICORNS FOLLOWME #edtwtlayoutawards #edtwtbites #EDtwt #anorexia #anorexic #anorexicgirl #skinnyspo #thinspos #thinspo #meanspo #bonespo #deathspo,1
How can schools help students who are binge-eating? | Tes News https://t.co/PX49JbwIRt #bingeeating #healthyeating #students #schoolhealth #stresseating,0
"The relationship between autism and eating disorders is often overlooked or misunderstood. This book covers topics including identification, diagnosis and the recovery process.  https://t.co/N98LQCoiZK #autism #eatingdisorder #disorderedeating #autistic #asd #asc #anorexia https://t.co/cimpNeTatr",0
